Customer;State;Customer Lifetime Value;Response;Coverage;Education;Effective To Date;EmploymentStatus;Gender;Income;Location Code;Marital Status;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Policy Type;Policy;Renew Offer Type;Sales Channel;Total Claim Amount;Vehicle Class;Vehicle Size;timestamp;usuario;bot
HK26543;California;5045866663;No;Basic;High School or Below;1/27/11;Employed;M;28056;Suburban;Married;64;32;41;1;8;Personal Auto;Personal L3;Offer1;Branch;307,2;Four-Door Car;Medsize;;;
PN86062;California;2962722482;No;Extended;High School or Below;2011-09-01 00:00:00;Medical Leave;M;16495;Suburban;Married;85;25;75;3;1;Corporate Auto;Corporate L2;Offer1;Branch;408;Four-Door Car;Medsize;;;
VW27730;California;8665956372;No;Basic;Master;2011-08-02 00:00:00;Employed;F;41163;Rural;Married;108;11;66;0;3;Corporate Auto;Corporate L2;Offer1;Branch;231922173;SUV;Small;;;
SH55671;Arizona;1141344115;No;Premium;College;2011-06-02 00:00:00;Unemployed;F;0;Suburban;Married;161;3;71;1;9;Personal Auto;Personal L3;Offer1;Branch;772,8;Sports Car;Small;;;
MO56878;California;1548843196;No;Basic;Bachelor;2011-05-01 00:00:00;Employed;M;33799;Suburban;Single;109;28;52;3;2;Corporate Auto;Corporate L3;Offer2;Agent;664980242;SUV;Small;;;
QP80741;Washington;6048574243;No;Basic;College;2011-01-01 00:00:00;Unemployed;F;0;Suburban;Married;61;17;71;3;2;Corporate Auto;Corporate L1;Offer3;Agent;292,8;Four-Door Car;Medsize;;;
SV35618;Oregon;5934741492;No;Premium;Bachelor;2/28/11;Employed;F;87747;Rural;Divorced;147;3;87;1;1;Personal Auto;Personal L2;Offer2;Agent;46492039;SUV;Small;;;
RX12347;Nevada;3543232138;No;Extended;College;2011-09-02 00:00:00;Employed;M;35695;Suburban;Married;90;2;7;0;1;Personal Auto;Personal L2;Offer4;Branch;432;Four-Door Car;Medsize;;;
FR55658;California;3490028304;No;Extended;Master;1/27/11;Employed;M;90985;Rural;Divorced;87;33;39;0;1;Personal Auto;Personal L2;Offer1;Branch;78085149;Four-Door Car;Medsize;;;
XS12556;California;3683099864;No;Basic;College;2011-06-01 00:00:00;Unemployed;F;0;Suburban;Married;101;19;16;0;1;Corporate Auto;Corporate L2;Offer4;Call Center;564466556;Sports Car;Medsize;;;
ZU73588;California;5989773931;Yes;Premium;College;1/19/11;Employed;M;66839;Suburban;Single;154;33;24;0;1;Personal Auto;Personal L3;Offer2;Branch;739,2;Sports Car;Medsize;;;
WT43034;California;1250084302;No;Premium;High School or Below;1/15/11;Unemployed;F;0;Suburban;Married;165;16;43;0;3;Personal Auto;Personal L3;Offer3;Call Center;792;SUV;Medsize;;;
VM13430;Oregon;8609158215;Yes;Basic;Bachelor;1/14/11;Employed;F;79090;Urban;Married;107;2;74;0;3;Corporate Auto;Corporate L3;Offer2;Branch;289040734;SUV;Medsize;;;
TC78849;Oregon;249745507;No;Basic;Bachelor;2011-12-02 00:00:00;Employed;M;24825;Rural;Married;64;34;44;0;1;Personal Auto;Personal L3;Offer2;Branch;155938593;Two-Door Car;Medsize;;;
VC34764;California;7019177186;Yes;Basic;College;1/23/11;Retired;M;26806;Suburban;Married;63;32;19;0;2;Personal Auto;Personal L2;Offer1;Agent;302,4;Four-Door Car;Medsize;;;
WO90953;Oregon;5387926265;No;Basic;College;1/21/11;Employed;F;56835;Suburban;Married;67;25;16;0;3;Personal Auto;Personal L3;Offer1;Branch;326549425;Two-Door Car;Small;;;
IU47468;Oregon;6165557517;No;Extended;Bachelor;1/24/11;Unemployed;F;0;Suburban;Single;88;12;54;0;6;Special Auto;Special L2;Offer3;Web;65365668;Two-Door Car;Small;;;
KO46064;California;273020294;No;Basic;Bachelor;2/25/11;Employed;M;46135;Rural;Married;69;12;68;0;1;Personal Auto;Personal L3;Offer1;Agent;103935601;Four-Door Car;Medsize;;;
RB34917;Arizona;5162116944;No;Basic;Bachelor;2011-03-01 00:00:00;Unemployed;F;0;Suburban;Single;73;21;87;0;4;Personal Auto;Personal L2;Offer2;Branch;809532341;Four-Door Car;Small;;;
BI38192;Oregon;7937064822;No;Basic;High School or Below;2011-01-02 00:00:00;Employed;F;22862;Suburban;Married;67;9;40;0;2;Personal Auto;Personal L3;Offer2;Agent;321,6;Two-Door Car;Medsize;;;
PU18983;Oregon;8608157233;No;Basic;High School or Below;2011-04-02 00:00:00;Employed;F;21450;Suburban;Divorced;110;8;80;2;3;Personal Auto;Personal L1;Offer1;Call Center;528;Sports Car;Small;;;
SW79912;Oregon;2632545795;No;Basic;Bachelor;1/22/11;Employed;M;95854;Suburban;Married;65;16;78;0;1;Personal Auto;Personal L3;Offer2;Agent;312;Two-Door Car;Small;;;
ES39217;Oregon;7785004214;No;Extended;Bachelor;2/19/11;Employed;F;44897;Suburban;Married;99;22;46;1;7;Personal Auto;Personal L1;Offer4;Web;58072531;Four-Door Car;Small;;;
OY51402;Washington;825576385;No;Basic;High School or Below;1/14/11;Employed;F;54040;Rural;Married;103;14;88;0;4;Personal Auto;Personal L2;Offer1;Agent;59987126;SUV;Medsize;;;
UA19178;Oregon;4980825042;No;Basic;Master;2011-10-02 00:00:00;Employed;F;53265;Urban;Married;62;12;27;0;3;Personal Auto;Personal L2;Offer2;Call Center;238005074;Four-Door Car;Small;;;
PR53785;Arizona;7457237794;No;Basic;High School or Below;2/22/11;Unemployed;F;0;Suburban;Married;198;18;55;1;1;Personal Auto;Personal L3;Offer1;Branch;1577674417;Luxury Car;Small;;;
RJ85627;Washington;1230276244;No;Basic;Bachelor;2011-05-01 00:00:00;Employed;F;43817;Urban;Married;62;25;12;1;2;Personal Auto;Personal L3;Offer3;Branch;245447622;Four-Door Car;Medsize;;;
CN90378;California;6862508337;No;Extended;High School or Below;2/27/11;Employed;F;54780;Rural;Married;88;22;72;3;5;Personal Auto;Personal L3;Offer1;Agent;13526125;Four-Door Car;Large;;;
KI56154;Nevada;9048983447;Yes;Basic;High School or Below;1/24/11;Unemployed;M;0;Suburban;Married;119;9;8;0;3;Personal Auto;Personal L1;Offer2;Web;571,2;Sports Car;Medsize;;;
UI55951;California;5548031892;Yes;Basic;Bachelor;1/13/11;Employed;M;67798;Suburban;Divorced;69;1;78;0;9;Personal Auto;Personal L1;Offer1;Agent;331,2;Four-Door Car;Medsize;;;
FF28650;Oregon;8312681598;No;Basic;Bachelor;2011-03-01 00:00:00;Retired;M;21442;Suburban;Divorced;118;32;84;0;3;Personal Auto;Personal L3;Offer2;Web;566,4;SUV;Medsize;;;
FS55302;California;2389980951;No;Basic;Bachelor;2/17/11;Employed;M;27615;Suburban;Married;62;19;18;1;1;Personal Auto;Personal L3;Offer3;Call Center;297,6;Four-Door Car;Medsize;;;
TN79487;California;4458113369;Yes;Basic;Bachelor;2011-02-01 00:00:00;Retired;M;17622;Suburban;Divorced;65;1;36;1;3;Personal Auto;Personal L3;Offer1;Agent;312;Four-Door Car;Medsize;;;
HG32616;Nevada;5295741716;No;Extended;High School or Below;2/25/11;Employed;M;50200;Urban;Divorced;135;23;98;0;1;Personal Auto;Personal L3;Offer1;Agent;637063458;Sports Car;Medsize;;;
UK41984;Arizona;3839606117;No;Basic;Doctor;2/21/11;Unemployed;F;0;Suburban;Divorced;112;3;51;2;1;Personal Auto;Personal L2;Offer1;Agent;537,6;SUV;Medsize;;;
LZ52266;California;3731504584;Yes;Extended;High School or Below;2/24/11;Unemployed;F;0;Suburban;Married;96;31;34;0;1;Personal Auto;Personal L1;Offer1;Agent;460,8;Four-Door Car;Large;;;
PM27367;California;2778903705;No;Basic;Master;2/27/11;Employed;F;73570;Rural;Single;70;0;46;1;1;Special Auto;Special L3;Offer2;Branch;75936096;Two-Door Car;Medsize;;;
ZK21724;Oregon;4016541995;No;Basic;High School or Below;2011-10-02 00:00:00;Unemployed;F;0;Suburban;Single;111;4;85;0;1;Personal Auto;Personal L1;Offer3;Call Center;799,2;SUV;Large;;;
QV59143;Washington;8236917193;No;Premium;High School or Below;2011-02-02 00:00:00;Unemployed;F;0;Suburban;Married;106;11;15;0;6;Special Auto;Special L2;Offer1;Web;603058114;Four-Door Car;Large;;;
QE22757;Nevada;2491317024;Yes;Basic;Doctor;1/29/11;Employed;M;36631;Rural;Divorced;62;30;77;0;1;Personal Auto;Personal L3;Offer1;Agent;67530904;Four-Door Car;Large;;;
ON77649;Oregon;2908875917;No;Basic;College;1/29/11;Employed;F;35895;Urban;Married;73;11;51;0;1;Personal Auto;Personal L3;Offer2;Agent;312921256;Four-Door Car;Medsize;;;
RN82884;Arizona;4282947971;Yes;Basic;College;2/26/11;Employed;F;40864;Rural;Married;109;16;70;1;1;Personal Auto;Personal L3;Offer1;Agent;166937747;SUV;Medsize;;;
CQ75652;Oregon;8341623748;No;Premium;College;2011-08-01 00:00:00;Unemployed;M;0;Suburban;Divorced;118;15;77;0;4;Personal Auto;Personal L2;Offer1;Agent;566,4;Four-Door Car;Medsize;;;
FF58467;Arizona;5090781344;No;Basic;Master;2011-05-02 00:00:00;Employed;F;93018;Rural;Divorced;63;5;90;0;3;Personal Auto;Personal L3;Offer3;Call Center;135382194;Four-Door Car;Medsize;;;
BS83666;Oregon;73661883;No;Basic;Bachelor;2/13/11;Employed;M;70014;Rural;Divorced;62;6;4;0;2;Corporate Auto;Corporate L3;Offer1;Agent;17742954;Four-Door Car;Large;;;
WO29605;Oregon;2436875126;No;Basic;College;2/25/11;Employed;F;48875;Rural;Married;61;20;9;0;1;Personal Auto;Personal L1;Offer1;Call Center;1838367;Two-Door Car;Small;;;
TL77607;California;8852688689;No;Basic;Bachelor;2011-05-02 00:00:00;Employed;M;67969;Urban;Married;74;11;14;0;2;Personal Auto;Personal L3;Offer3;Branch;197776009;Four-Door Car;Medsize;;;
EZ50606;Oregon;2387547675;No;Basic;High School or Below;2/14/11;Unemployed;F;0;Suburban;Married;108;8;55;0;2;Corporate Auto;Corporate L3;Offer4;Web;612102262;SUV;Medsize;;;
OS39723;Oregon;5600496541;No;Basic;Doctor;1/23/11;Employed;F;68665;Suburban;Married;69;33;67;0;7;Personal Auto;Personal L3;Offer3;Call Center;331,2;Two-Door Car;Small;;;
FN69743;California;463654647;Yes;Basic;College;2011-01-01 00:00:00;Retired;M;26802;Suburban;Married;66;7;43;1;5;Corporate Auto;Corporate L1;Offer2;Agent;316,8;Two-Door Car;Medsize;;;
XW96958;Nevada;7573345057;No;Premium;High School or Below;2/20/11;Unemployed;M;0;Suburban;Single;110;6;37;0;6;Corporate Auto;Corporate L3;Offer1;Agent;1193036154;Four-Door Car;Large;;;
TU92578;California;1469663549;No;Extended;College;1/29/11;Employed;M;45345;Suburban;Married;125;0;73;0;2;Personal Auto;Personal L1;Offer1;Agent;600;SUV;Medsize;;;
IJ50779;Washington;122986863;Yes;Basic;High School or Below;2/20/11;Medical Leave;M;17101;Suburban;Single;113;1;88;0;2;Personal Auto;Personal L3;Offer1;Call Center;542,4;SUV;Medsize;;;
YE68736;California;7724840065;No;Premium;Bachelor;2011-07-02 00:00:00;Employed;F;32051;Suburban;Married;193;4;40;1;1;Personal Auto;Personal L3;Offer1;Call Center;926,4;SUV;Medsize;;;
OB96537;Oregon;5946670679;No;Basic;Master;2/22/11;Employed;M;81139;Suburban;Divorced;74;22;69;0;3;Special Auto;Special L2;Offer1;Web;3926364;Four-Door Car;Medsize;;;
EU68825;Oregon;8000545061;No;Basic;Master;2011-02-01 00:00:00;Employed;F;63834;Rural;Married;100;23;19;1;3;Personal Auto;Personal L3;Offer4;Agent;215226476;Sports Car;Small;;;
CC31456;Arizona;6457560953;No;Extended;Bachelor;2011-05-01 00:00:00;Employed;M;37548;Rural;Married;81;12;9;0;3;Special Auto;Special L2;Offer2;Web;160598662;Four-Door Car;Medsize;;;
DJ77787;Arizona;728144014;No;Basic;High School or Below;2011-07-01 00:00:00;Unemployed;F;0;Suburban;Married;69;28;28;3;2;Personal Auto;Personal L2;Offer3;Call Center;371803029;Four-Door Car;Medsize;;;
LN26837;California;2592437797;Yes;Basic;High School or Below;2011-02-01 00:00:00;Employed;M;72421;Suburban;Married;65;8;23;0;1;Personal Auto;Personal L2;Offer2;Call Center;312;Four-Door Car;Small;;;
YI92916;Nevada;4678423394;No;Premium;Master;1/17/11;Employed;M;83102;Urban;Married;116;15;35;0;1;Corporate Auto;Corporate L3;Offer2;Call Center;443670399;Four-Door Car;Small;;;
NW54906;Oregon;1386992705;Yes;Basic;College;1/21/11;Employed;M;28432;Suburban;Married;118;1;59;0;2;Personal Auto;Personal L3;Offer2;Branch;612300581;SUV;Small;;;
ME77513;Nevada;8717777831;No;Premium;Master;2/22/11;Employed;F;83707;Urban;Married;108;2;72;0;7;Corporate Auto;Corporate L3;Offer1;Agent;290391526;Four-Door Car;Medsize;;;
UK76891;California;5233986808;No;Basic;College;2011-04-02 00:00:00;Employed;F;63259;Suburban;Married;65;25;14;0;7;Corporate Auto;Corporate L3;Offer1;Agent;316795337;Four-Door Car;Medsize;;;
SI26888;Nevada;4764189722;No;Basic;High School or Below;2011-07-02 00:00:00;Unemployed;F;0;Suburban;Single;67;18;73;0;8;Personal Auto;Personal L3;Offer1;Web;405527937;Four-Door Car;Medsize;;;
YD74948;Oregon;2472469209;Yes;Basic;College;1/20/11;Employed;F;63860;Urban;Married;62;26;81;0;1;Personal Auto;Personal L3;Offer2;Agent;208598246;Four-Door Car;Medsize;;;
CA86085;Washington;5608316348;No;Basic;High School or Below;2/22/11;Employed;M;67176;Suburban;Single;72;20;90;0;9;Personal Auto;Personal L3;Offer2;Branch;345,6;Four-Door Car;Large;;;
BW52697;California;5505057003;No;Basic;College;2011-01-01 00:00:00;Employed;F;86132;Urban;Married;68;30;10;0;3;Personal Auto;Personal L3;Offer2;Call Center;301437365;Two-Door Car;Medsize;;;
NL41409;Oregon;2606208503;No;Basic;Bachelor;2/14/11;Employed;F;28519;Suburban;Married;66;1;56;0;1;Personal Auto;Personal L3;Offer2;Web;456473115;Two-Door Car;Large;;;
OD69005;Arizona;1048194383;No;Extended;High School or Below;1/28/11;Employed;F;39102;Rural;Married;88;11;98;0;2;Personal Auto;Personal L3;Offer3;Agent;152338562;Four-Door Car;Medsize;;;
ZZ91716;California;3256766388;No;Extended;Bachelor;1/22/11;Unemployed;F;0;Suburban;Married;89;17;56;0;1;Personal Auto;Personal L3;Offer2;Web;491755368;Four-Door Car;Small;;;
UK70255;California;3047578048;No;Extended;College;1/30/11;Employed;F;97298;Rural;Single;128;16;38;0;2;Personal Auto;Personal L3;Offer4;Web;48517439;Sports Car;Medsize;;;
QT25383;Nevada;6364902164;No;Extended;High School or Below;1/18/11;Employed;M;41986;Suburban;Single;84;25;31;2;5;Personal Auto;Personal L3;Offer1;Branch;430375049;Two-Door Car;Small;;;
AW18068;Arizona;9468509337;No;Extended;High School or Below;2/22/11;Unemployed;M;0;Suburban;Single;88;6;47;0;2;Personal Auto;Personal L1;Offer1;Agent;633,6;Two-Door Car;Medsize;;;
NS45347;Oregon;5631451866;No;Basic;College;2011-03-01 00:00:00;Medical Leave;F;17291;Suburban;Married;73;3;25;0;5;Personal Auto;Personal L2;Offer1;Agent;350,4;Four-Door Car;Medsize;;;
FV19421;California;7780999262;No;Basic;Bachelor;2011-10-01 00:00:00;Unemployed;M;0;Urban;Married;74;0;52;0;2;Personal Auto;Personal L1;Offer1;Branch;246489123;Four-Door Car;Medsize;;;
XW89091;California;9816528302;Yes;Basic;College;1/28/11;Employed;M;37256;Rural;Married;62;15;7;0;2;Personal Auto;Personal L3;Offer1;Branch;128969729;Four-Door Car;Medsize;;;
YC11951;Oregon;7519133631;Yes;Extended;High School or Below;2/20/11;Employed;M;96306;Rural;Divorced;95;12;17;1;6;Corporate Auto;Corporate L2;Offer1;Agent;185355353;Four-Door Car;Medsize;;;
UY18770;California;1017971704;Yes;Premium;Bachelor;2011-05-01 00:00:00;Retired;F;14290;Suburban;Married;271;20;40;0;1;Personal Auto;Personal L3;Offer1;Agent;1300,8;Luxury SUV;Medsize;;;
RA49085;California;2772839235;No;Basic;College;2/28/11;Employed;F;37038;Rural;Married;71;6;97;1;1;Corporate Auto;Corporate L3;Offer4;Branch;9071305;Four-Door Car;Large;;;
BG84194;Oregon;4037501846;No;Basic;College;2/18/11;Employed;M;90760;Rural;Married;103;5;7;2;1;Special Auto;Special L3;Offer2;Branch;133475315;SUV;Medsize;;;
GM62071;Washington;2143587782;No;Basic;High School or Below;2011-07-01 00:00:00;Employed;F;20668;Suburban;Married;188;34;54;3;2;Personal Auto;Personal L3;Offer2;Call Center;902,4;Luxury Car;Large;;;
MR67738;Oregon;2676867914;No;Basic;High School or Below;2011-04-02 00:00:00;Employed;F;54480;Suburban;Married;67;19;91;0;1;Personal Auto;Personal L1;Offer2;Branch;321,6;Four-Door Car;Small;;;
DM95829;California;2523959554;No;Basic;College;2/24/11;Medical Leave;M;16244;Suburban;Married;68;4;85;0;1;Personal Auto;Personal L3;Offer4;Call Center;623223617;Two-Door Car;Medsize;;;
DB75522;California;6988401604;No;Extended;College;2/26/11;Employed;F;22436;Suburban;Married;89;24;21;0;3;Special Auto;Special L2;Offer2;Branch;427,2;Four-Door Car;Small;;;
RZ27571;Washington;2695963857;No;Basic;Bachelor;2/13/11;Employed;F;25544;Suburban;Married;68;18;30;0;1;Personal Auto;Personal L3;Offer1;Agent;326,4;Four-Door Car;Medsize;;;
WW30771;Arizona;2673319593;No;Basic;Master;2/13/11;Employed;M;28728;Suburban;Married;67;8;10;0;1;Personal Auto;Personal L3;Offer4;Branch;321,6;Four-Door Car;Small;;;
QP65569;Arizona;1215732992;Yes;Premium;High School or Below;2/27/11;Employed;M;57449;Suburban;Single;103;6;28;0;2;Personal Auto;Personal L3;Offer1;Agent;494,4;Four-Door Car;Medsize;;;
TN50051;California;2957764017;No;Basic;Doctor;2011-06-02 00:00:00;Employed;F;83318;Urban;Divorced;73;21;42;0;1;Personal Auto;Personal L1;Offer3;Web;211336937;Two-Door Car;Medsize;;;
GT62080;Washington;7433820995;No;Basic;High School or Below;1/29/11;Employed;M;55561;Urban;Divorced;63;2;79;0;2;Personal Auto;Personal L2;Offer1;Call Center;227872071;Four-Door Car;Medsize;;;
JA41698;Nevada;3099538005;No;Basic;Bachelor;1/19/11;Unemployed;M;0;Suburban;Single;102;18;32;5;1;Corporate Auto;Corporate L2;Offer2;Call Center;862762957;SUV;Medsize;;;
NX18774;Oregon;8415684559;No;Basic;Bachelor;2011-03-01 00:00:00;Employed;M;55308;Suburban;Divorced;107;17;74;0;6;Corporate Auto;Corporate L3;Offer1;Call Center;513,6;SUV;Medsize;;;
DA69469;Oregon;2684312452;No;Extended;College;1/16/11;Employed;F;36068;Rural;Married;97;0;10;0;2;Personal Auto;Personal L3;Offer2;Branch;113367765;Two-Door Car;Medsize;;;
CN23147;Oregon;1305717071;No;Premium;Bachelor;2/27/11;Employed;M;48804;Suburban;Married;112;1;4;1;2;Corporate Auto;Corporate L3;Offer1;Branch;537,6;Four-Door Car;Medsize;;;
RA68844;Oregon;9599950239;No;Extended;College;1/24/11;Unemployed;M;0;Suburban;Single;131;6;52;0;6;Personal Auto;Personal L2;Offer2;Web;943,2;SUV;Small;;;
GH42026;Oregon;8535108918;No;Basic;Bachelor;2/22/11;Employed;M;55790;Rural;Single;111;4;40;0;9;Personal Auto;Personal L3;Offer3;Branch;117672722;SUV;Medsize;;;
BD16530;Arizona;8293481886;No;Basic;Bachelor;2011-09-01 00:00:00;Employed;F;70258;Urban;Divorced;69;20;65;0;2;Personal Auto;Personal L1;Offer1;Agent;225145949;Four-Door Car;Medsize;;;
JH91579;Oregon;6846150323;Yes;Extended;Bachelor;1/27/11;Unemployed;F;0;Suburban;Divorced;95;13;20;0;5;Personal Auto;Personal L2;Offer1;Call Center;456;Two-Door Car;Large;;;
WK23685;Oregon;6636859781;No;Extended;Bachelor;2011-06-01 00:00:00;Employed;F;47274;Rural;Married;83;32;26;1;5;Corporate Auto;Corporate L2;Offer1;Agent;182432565;Four-Door Car;Medsize;;;
ZJ18419;Washington;580283547;No;Extended;College;2/28/11;Unemployed;F;0;Suburban;Married;78;27;10;0;8;Personal Auto;Personal L1;Offer1;Branch;644755653;Four-Door Car;Small;;;
PI78084;Arizona;5077320916;No;Basic;High School or Below;2011-09-01 00:00:00;Unemployed;M;0;Suburban;Single;73;26;84;0;3;Personal Auto;Personal L3;Offer2;Call Center;525,6;Two-Door Car;Medsize;;;
ZF40671;Washington;1242739371;No;Premium;Master;2011-09-02 00:00:00;Medical Leave;F;15818;Urban;Married;107;24;99;0;2;Personal Auto;Personal L2;Offer2;Call Center;333886816;Two-Door Car;Medsize;;;
UG34438;Washington;1099059477;No;Extended;College;1/16/11;Employed;F;44552;Rural;Married;137;7;42;0;3;Personal Auto;Personal L3;Offer1;Branch;311103582;SUV;Medsize;;;
UK25655;Oregon;343525008;No;Extended;Bachelor;1/14/11;Employed;F;64348;Rural;Married;86;25;18;0;1;Personal Auto;Personal L2;Offer2;Call Center;212391975;Two-Door Car;Medsize;;;
QR45101;Oregon;662461183;No;Basic;Bachelor;2/26/11;Unemployed;M;0;Suburban;Married;62;27;53;0;2;Corporate Auto;Corporate L3;Offer1;Branch;297,6;Two-Door Car;Medsize;;;
EL93539;California;5757442258;Yes;Basic;Master;1/31/11;Employed;M;88997;Rural;Divorced;72;9;71;0;3;Special Auto;Special L3;Offer2;Branch;174041566;Four-Door Car;Small;;;
DG80424;Washington;2691568951;No;Basic;College;1/24/11;Employed;F;77411;Urban;Married;67;30;63;0;1;Personal Auto;Personal L2;Offer2;Agent;257900458;Four-Door Car;Medsize;;;
DP46882;California;2886451602;Yes;Extended;High School or Below;1/20/11;Retired;F;10312;Suburban;Married;78;10;63;0;1;Corporate Auto;Corporate L2;Offer2;Agent;486278557;Four-Door Car;Large;;;
WP41146;California;5341438779;No;Basic;High School or Below;2011-01-01 00:00:00;Unemployed;F;0;Suburban;Married;72;4;11;1;7;Personal Auto;Personal L2;Offer1;Branch;345,6;Four-Door Car;Medsize;;;
TK60799;Arizona;4160018087;No;Basic;High School or Below;2011-08-01 00:00:00;Employed;F;96263;Rural;Married;103;5;5;0;1;Personal Auto;Personal L3;Offer2;Agent;1924709;SUV;Small;;;
DN29808;California;284624535;No;Basic;College;2011-03-02 00:00:00;Employed;F;28919;Suburban;Married;72;18;11;0;1;Corporate Auto;Corporate L3;Offer2;Agent;518,4;Four-Door Car;Medsize;;;
SS59521;Oregon;4770256564;No;Basic;College;2011-02-01 00:00:00;Unemployed;F;0;Suburban;Married;68;2;28;1;4;Personal Auto;Personal L3;Offer3;Agent;326,4;Two-Door Car;Medsize;;;
NG66579;Oregon;5059616223;No;Basic;Bachelor;2011-06-01 00:00:00;Employed;M;41869;Urban;Married;64;5;52;0;6;Personal Auto;Personal L3;Offer2;Web;26212205;Two-Door Car;Medsize;;;
TC14209;Arizona;9095744565;No;Extended;High School or Below;1/15/11;Unemployed;F;0;Suburban;Single;128;5;76;0;8;Personal Auto;Personal L2;Offer1;Agent;921,6;SUV;Medsize;;;
ED50963;California;2688863963;No;Basic;High School or Below;1/29/11;Employed;F;32808;Suburban;Married;68;1;88;1;1;Personal Auto;Personal L3;Offer3;Branch;541695658;Four-Door Car;Small;;;
GP40701;California;8277637562;No;Basic;Bachelor;2/14/11;Employed;F;79780;Suburban;Married;68;11;58;0;2;Personal Auto;Personal L2;Offer2;Web;326,4;Four-Door Car;Medsize;;;
CP98451;Oregon;9057935331;No;Basic;College;2011-02-01 00:00:00;Employed;F;91025;Urban;Married;112;26;37;0;9;Personal Auto;Personal L3;Offer1;Agent;327682669;SUV;Medsize;;;
